id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1533289095503516108,Midtown Retreat!,340511465,1533289096231172864,AnnMarie,,NINTH WARD,42.64724,-73.79126,Private room,,1,6,2026-01-29,1.50,1,328,6,
1536247531274306165,Welcome to Albany! Close to Hospitals and Shops.,478607033,1526215612849525610,Meredith,,NINTH WARD,42.65602,-73.79093,Private room,,1,0,,,1,343,0,
1536278546396096866,Cozy Albany room with Breakfast Next to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68018,-73.78375,Entire home/apt,,1,3,2025-12-28,0.93,30,363,3,
1536284748778227579,Elegant Albany Stay with Breakfast Close Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68006,-73.78465,Entire home/apt,,1,2,2025-11-30,0.68,30,365,2,
1537317274129063828,"2 bedrooms, 1 bathroom [HUGE] Furnished apartment",455342215,1463743979502545596,Allah,,FIRST WARD,42.63622,-73.76152,Entire home/apt,,1,0,,,1,356,0,
1539257231318688412,Patio Suite Near Capitol | 2BR Ensuite | Spa Soon,476189412,1470146476912630337,Timothy,,SECOND WARD,42.64727770491022,-73.75909371278735,Entire home/apt,,1,2,2026-02-07,1.28,3,67,2,
1539837082076857746,Budget Friendly 5 BEDS with Modern Amenities WILL2,65282034,1466807311599549052,Michael,,SIXTH WARD,42.65241,-73.76914,Entire home/apt,,2,4,2025-12-31,1.11,2,347,4,
1551748338533337194,Urban Micro Loft | Central Albany + Parking,19648678,1463087024016718788,Ming,,SIXTH WARD,42.653638559003035,-73.76603515627508,Entire home/apt,,1,4,2026-02-05,3.75,7,325,4,
1554405857186813446,Charming Cottage,147780154,1468448553386507958,Julia,,EIGHTH WARD,42.6566942427135,-73.81901754349369,Entire home/apt,,3,0,,,1,358,0,
1557309322062215916,Cozy Albany Home with Breakfast Next to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.67997,-73.78387,Entire home/apt,,1,3,2025-12-11,1.03,30,365,3,
1557418437023831902,Great Two bedroom in Albany NY-Centrally Located,302714563,1557418437739450217,Sherra,,SIXTH WARD,42.6508268,-73.76684019999999,Entire home/apt,,1,3,2025-12-25,1.10,1,171,3,
1558212573214197450,Lovely & Spacious 3BR by Albany Med,188679144,1468977843653292721,Elizabeth,,NINTH WARD,42.65644,-73.78689,Entire home/apt,,7,0,,,11,362,0,
1566232743630647475,Historic City Center Brick Getaway,706406610,1523640224573903108,JNM Living Spaces,,SIXTH WARD,42.653880296695746,-73.7679764985571,Entire home/apt,,2,2,2026-02-13,2,2,362,2,
1566707423187643353,Cozy Albany home with Breakfast Next to Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68137,-73.78513,Entire home/apt,,1,1,2026-01-22,1,30,365,1,
1567582934369300353,Larson Honey,233515764,1469243869147543959,Etem,,SIXTH WARD,42.651955805017266,-73.76696731690608,Entire home/apt,,1,0,,,7,223,0,
1568368313802744532,Albany Med Travelers!,413566290,1469883571234603399,Victoria,,NINTH WARD,42.65524020991202,-73.79811074584723,Private room,,2,1,2025-12-15,0.48,3,8,1,
1569797647320776814,"Landing | Beautiful 2BD, Gym",263502162,1463333307662174289,Landing,,NINTH WARD,42.65309,-73.77427,Entire home/apt,,30,2,2026-01-19,2,2,156,2,
1569797656869013772,"Landing | Stunning 1BD, Gym",263502162,1463333307662174289,Landing,,SIXTH WARD,42.654448842562516,-73.77460435258136,Entire home/apt,,30,1,2026-01-25,1,2,364,1,
1572171021612252123,A College House,426223840,1469932236725561170,Antonio,,TENTH WARD,42.66156933118016,-73.7780683960021,Entire home/apt,,1,1,2026-01-01,0.65,2,240,1,
1574726862531115374,Walk to Albany Med in 5 minutes!,413566290,1469883571234603399,Victoria,,NINTH WARD,42.65319,-73.78387,Private room,,7,1,2026-01-29,1,3,85,1,
1576913365361669361,Central Albany room with Breakfast Next Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68146,-73.78313,Entire home/apt,,1,0,,,30,360,0,
1576918550123676963,Albany Central Room with Breakfast Next Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68006,-73.78386,Entire home/apt,,1,2,2026-01-28,2,30,344,2,
1579101894592916093,Charming Albany Retreat ~ 3 Mi to Downtown!,121680792,1468235421089255785,Evolve,,THIRTEENTH WARD,42.66958,-73.79722,Entire home/apt,,4,1,2025-12-30,0.63,5,351,1,
1585685853276584426,The Grand on Clinton across from The Palace!,61433748,1466756036378985673,Kristy,,THIRD WARD,42.6550306,-73.7517294,Entire home/apt,,1,0,,,1,89,0,
1596638255963225382,Comfort and Spacious,323992015,1469615504079463643,Tanya,,EIGHTH WARD,42.64514,-73.78866,Entire home/apt,,2,0,,,1,346,0,
1597469740249614567,Albany-center-elite-apartment,739585626,1596638511267810744,Olena,,SECOND WARD,42.64533778412286,-73.76016440370483,Entire home/apt,,1,0,,,1,287,0,
1598781483129471644,"Chic 2BR Retreat in Albany Cozy, Stylish & Central",47625981,1462707263288165799,Linda,,SEVENTH WARD,42.649013030685936,-73.76681391621523,Entire home/apt,,1,0,,,16,361,0,
1599929109212956798,Modern Elegance Meets Ultimate Convenience,160575620,1599929109827773370,Pawel,,SIXTH WARD,42.65110780000001,-73.7658994,Entire home/apt,,2,0,,,1,85,0,
1601567688822954799,Two-bedroom House Albany,73777155,1601567689964826000,Rich,,EIGHTH WARD,42.65162,-73.81077,Entire home/apt,,2,0,,,1,56,0,
1604760798212891657,Empire State Executive Suite| Prime Plaza Location,42708277,1465634482472875867,Rodney,,SIXTH WARD,42.65462,-73.76027,Entire home/apt,,1,1,2026-01-26,1,7,359,1,
1605352658027975031,Modern Apartment.,113271184,1468171155957888648,Ashley,,FOURTH WARD,42.66779,-73.74198,Entire home/apt,,1,4,2026-02-05,4,1,334,4,
1606217702961434071,& Peaceful Modern Home Near Central Albany,114629237,1462905603864055800,Bronson,,FIFTH WARD,42.66915740651244,-73.76762620544702,Entire home/apt,,2,0,,,1,362,0,
1607330191548894098,Relaxing 1BD Home in Albany with Breakfast,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68169,-73.78467,Entire home/apt,,1,0,,,30,364,0,
1607334788715779524,Comfy 1BD Albany Hotel W/Breakfast Next Downtown,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68166,-73.78337,Entire home/apt,,1,0,,,30,365,0,
1607340037754690734,Cozy 1BD Room in Albany with Breakfast,466790114,1468113968197472369,⁨Premier Stay Co.⁩,,ELEVENTH WARD,42.68231,-73.78321,Entire home/apt,,1,0,,,30,360,0,
1611095556132252611,Historic Albany Nest | Center of it All + Parking,19648678,1463087024016718788,Ming,,SIXTH WARD,42.65214369849858,-73.76736431886972,Entire home/apt,,1,0,,,7,347,0,
